Menge;AccountingMonth;Produktionsstandort;Vertriebsweg;Landeskürzel;Land;Gruppe
1;201410;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201411;Standort1;direkt;GB;Vereinigtes Königreich;3
8;201411;Standort1;direkt;ID;Indonesien;3
4;201409;Standort1;direkt;ID;Indonesien;3
1;201410;Standort1;direkt;MY;Malaysia;5
6;201410;Standort1;direkt;MY;Malaysia;3
1;201410;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201410;Standort1;direkt;GB;Vereinigtes Königreich;5
2;201410;Standort1;direkt;GB;Vereinigtes Königreich;3
6;201411;Standort1;direkt;DE;Deutschland;3
110;201701;Standort1;direkt;KW;Kuwait;3
113;201701;Standort1;direkt;KW;Kuwait;3
88;201611;Standort1;direkt;KW;Kuwait;3
88;201611;Standort1;direkt;KW;Kuwait;3
88;201610;Standort1;direkt;KW;Kuwait;3
88;201609;Standort1;direkt;KW;Kuwait;3
88;201608;Standort1;direkt;KW;Kuwait;3
88;201607;Standort1;direkt;KW;Kuwait;3
88;201606;Standort1;direkt;KW;Kuwait;3
88;201605;Standort1;direkt;KW;Kuwait;3
88;201604;Standort1;direkt;KW;Kuwait;3
88;201603;Standort1;direkt;KW;Kuwait;3
88;201602;Standort1;direkt;KW;Kuwait;3
88;201601;Standort1;direkt;KW;Kuwait;3
88;201512;Standort1;direkt;KW;Kuwait;3
88;201508;Standort1;direkt;KW;Kuwait;3
88;201507;Standort1;direkt;KW;Kuwait;3
88;201506;Standort1;direkt;KW;Kuwait;3
88;201505;Standort1;direkt;KW;Kuwait;3
88;201504;Standort1;direkt;KW;Kuwait;3
88;201503;Standort1;direkt;KW;Kuwait;3
88;201502;Standort1;direkt;KW;Kuwait;3
110;201412;Standort1;direkt;KW;Kuwait;3
110;201501;Standort1;direkt;KW;Kuwait;3
1;201411;Standort1;direkt;MY;Malaysia;3
1;201411;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201412;Standort1;direkt;MY;Malaysia;3
40;201412;Standort1;direkt;KW;Kuwait;3
2;201411;Standort1;direkt;ID;Indonesien;3
1;201411;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201411;Standort1;direkt;GB;Vereinigtes Königreich;3
8;201411;Standort1;direkt;DE;Deutschland;3
5;201411;Standort1;direkt;DE;Deutschland;3
5;201411;Standort1;direkt;DE;Deutschland;3
4;201411;Standort1;direkt;DE;Deutschland;3
1;201411;Standort1;direkt;DE;Deutschland;3
8;201411;Standort1;direkt;DE;Deutschland;3
6;201411;Standort1;direkt;DE;Deutschland;3
10;201411;Standort1;direkt;DE;Deutschland;3
6;201411;Standort1;direkt;DE;Deutschland;3
2;201410;Standort1;direkt;DE;Deutschland;3
1;201411;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201411;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201411;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201411;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201411;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201411;Standort1;direkt;GB;Vereinigtes Königreich;5
8;201410;Standort1;direkt;DE;Deutschland;3
8;201410;Standort1;direkt;DE;Deutschland;3
8;201410;Standort1;direkt;DE;Deutschland;3
8;201410;Standort1;direkt;DE;Deutschland;3
6;201410;Standort1;direkt;DE;Deutschland;3
1;201501;Standort1;direkt;TR;Türkei;3
2;201501;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201411;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201411;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201501;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201411;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201501;Standort1;direkt;GB;Vereinigtes Königreich;3
3;201411;Standort1;direkt;DE;Deutschland;3
2;201411;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201411;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201411;Standort1;direkt;KW;Kuwait;3
50;201411;Standort1;direkt;ID;Indonesien;3
1;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201411;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201501;Standort1;direkt;ID;Indonesien;3
6;201504;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201411;Standort1;direkt;DE;Deutschland;3
1;201412;Standort1;direkt;DE;Deutschland;3
1;201412;Standort1;direkt;DE;Deutschland;3
2;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201412;Standort1;direkt;MY;Malaysia;3
2;201411;Standort1;direkt;DE;Deutschland;3
2;201412;Standort1;direkt;DE;Deutschland;3
7;201412;Standort1;direkt;DE;Deutschland;3
1;201411;Standort1;direkt;GB;Vereinigtes Königreich;3
10;201412;Standort1;direkt;DE;Deutschland;3
1;201501;Standort1;direkt;MY;Malaysia;3
1;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
8;201501;Standort1;direkt;DE;Deutschland;3
1;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201412;Standort1;direkt;DE;Deutschland;3
3;201412;Standort1;direkt;DE;Deutschland;3
11;201412;Standort1;direkt;DE;Deutschland;3
40;201507;Standort1;direkt;KW;Kuwait;3
228;201507;Standort1;direkt;KW;Kuwait;3
95;201507;Standort1;direkt;KW;Kuwait;3
20;201507;Standort1;direkt;KW;Kuwait;3
63;201506;Standort1;direkt;KW;Kuwait;3
183;201506;Standort1;direkt;KW;Kuwait;3
41;201505;Standort1;direkt;KW;Kuwait;3
177;201505;Standort1;direkt;KW;Kuwait;3
4;201505;Standort1;direkt;KW;Kuwait;3
1;201412;Standort1;direkt;KW;Kuwait;3
3;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201501;Standort1;direkt;GB;Vereinigtes Königreich;3
50;201412;Standort1;direkt;ID;Indonesien;3
2;201411;Standort1;direkt;SG;Singapur;3
2;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201502;Standort1;direkt;GB;Vereinigtes Königreich;3
7;201412;Standort1;direkt;MY;Malaysia;3
1;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201501;Standort1;direkt;MY;Malaysia;3
2;201501;Standort1;direkt;DE;Deutschland;3
1;201411;Standort1;direkt;KW;Kuwait;3
2;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201412;Standort1;direkt;MY;Malaysia;3
4;201501;Standort1;direkt;DE;Deutschland;3
1;201501;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201501;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201412;Standort1;direkt;GB;Vereinigtes Königreich;3
15;201501;Standort1;direkt;KW;Kuwait;3
4;201501;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201501;Standort1;direkt;DE;Deutschland;3
3;201501;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201501;Standort1;direkt;DE;Deutschland;3
9;201501;Standort1;direkt;DE;Deutschland;3
1;201501;Standort1;direkt;KW;Kuwait;3
3;201502;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201502;Standort1;direkt;GB;Vereinigtes Königreich;3
3;201501;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201412;Standort1;direkt;DE;Deutschland;3
1;201412;Standort1;direkt;DE;Deutschland;3
1;201501;Standort1;direkt;DE;Deutschland;3
1;201502;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201501;Standort1;direkt;GB;Vereinigtes Königreich;3
18;201502;Standort1;direkt;DE;Deutschland;3
18;201502;Standort1;direkt;DE;Deutschland;3
12;201502;Standort1;direkt;DE;Deutschland;3
4;201502;Standort1;direkt;DE;Deutschland;3
20;201502;Standort1;direkt;DE;Deutschland;3
2;201502;Standort1;direkt;DE;Deutschland;3
10;201502;Standort1;direkt;DE;Deutschland;3
1;201502;Standort1;direkt;DE;Deutschland;3
4;201501;Standort1;direkt;MY;Malaysia;3
2;201501;Standort1;direkt;MY;Malaysia;3
8;201501;Standort1;direkt;DE;Deutschland;5
8;201501;Standort1;direkt;DE;Deutschland;5
2;201502;Standort1;direkt;GB;Vereinigtes Königreich;3
8;201505;Standort1;direkt;GB;Vereinigtes Königreich;3
40;201501;Standort1;direkt;QA;Qatar;3
25;201501;Standort1;indirekt;IN;Indien;3
4;201502;Standort1;direkt;DE;Deutschland;3
2;201503;Standort1;direkt;KW;Kuwait;3
8;201502;Standort1;direkt;DE;Deutschland;3
1;201503;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201502;Standort1;direkt;MY;Malaysia;3
2;201501;Standort1;direkt;MY;Malaysia;3
6;201501;Standort1;direkt;MY;Malaysia;3
7;201502;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201503;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201502;Standort1;direkt;MY;Malaysia;3
4;201502;Standort1;direkt;SG;Singapur;3
4;201502;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201502;Standort1;direkt;GB;Vereinigtes Königreich;3
16;201505;Standort1;direkt;MY;Malaysia;3
10;201502;Standort1;direkt;MY;Malaysia;3
13;201502;Standort1;direkt;MY;Malaysia;3
2;201502;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201503;Standort1;direkt;KW;Kuwait;3
1;201502;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201503;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201503;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201503;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201502;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201502;Standort1;direkt;KW;Kuwait;3
7;201502;Standort1;direkt;KW;Kuwait;3
5;201502;Standort1;direkt;KW;Kuwait;3
5;201502;Standort1;direkt;KW;Kuwait;3
698;201608;Standort1;direkt;SG;Singapur;3
700;201605;Standort1;direkt;SG;Singapur;3
600;201601;Standort1;direkt;SG;Singapur;3
600;201511;Standort1;direkt;SG;Singapur;3
2;201511;Standort1;direkt;SG;Singapur;3
600;201508;Standort1;direkt;SG;Singapur;3
440;201503;Standort1;direkt;SG;Singapur;3
2;201503;Standort1;direkt;MY;Malaysia;3
2;201503;Standort1;direkt;MY;Malaysia;3
2;201504;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201503;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201502;Standort1;direkt;ID;Indonesien;3
4;201503;Standort1;direkt;GB;Vereinigtes Königreich;5
2;201503;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201503;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201502;Standort1;direkt;ID;Indonesien;3
2;201503;Standort1;direkt;DE;Deutschland;3
1;201503;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201503;Standort1;direkt;GB;Vereinigtes Königreich;5
2;201504;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201503;Standort1;direkt;GB;Vereinigtes Königreich;3
3;201503;Standort1;direkt;GB;Vereinigtes Königreich;3
10;201503;Standort1;direkt;DE;Deutschland;3
1;201503;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201503;Standort1;direkt;ID;Indonesien;3
1;201503;Standort1;direkt;TR;Türkei;3
1;201503;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201503;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201505;Standort1;direkt;QA;Qatar;3
3;201506;Standort1;direkt;DE;Deutschland;3
1;201504;Standort1;direkt;DE;Deutschland;3
1;201505;Standort1;direkt;GB;Vereinigtes Königreich;3
193;201505;Standort1;direkt;QA;Qatar;3
123;201505;Standort1;direkt;QA;Qatar;3
285;201506;Standort1;direkt;QA;Qatar;3
183;201506;Standort1;direkt;QA;Qatar;3
1;201505;Standort1;direkt;ID;Indonesien;3
393;201507;Standort1;direkt;QA;Qatar;3
256;201507;Standort1;direkt;QA;Qatar;3
88;201510;Standort1;direkt;QA;Qatar;3
45;201510;Standort1;direkt;QA;Qatar;3
388;201508;Standort1;direkt;QA;Qatar;3
252;201508;Standort1;direkt;QA;Qatar;3
301;201608;Standort1;direkt;QA;Qatar;3
206;201608;Standort1;direkt;QA;Qatar;3
4;201608;Standort1;direkt;QA;Qatar;3
1;201503;Standort1;direkt;DE;Deutschland;3
1;201504;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201503;Standort1;direkt;DE;Deutschland;3
1;201503;Standort1;direkt;DE;Deutschland;3
1;201503;Standort1;direkt;GB;Vereinigtes Königreich;3
3;201503;Standort1;direkt;DE;Deutschland;3
1;201503;Standort1;direkt;DE;Deutschland;5
2;201503;Standort1;direkt;MY;Malaysia;3
3;201504;Standort1;direkt;DE;Deutschland;3
24;201505;Standort1;direkt;GB;Vereinigtes Königreich;3
43;201505;Standort1;direkt;KW;Kuwait;3
16;201504;Standort1;direkt;KW;Kuwait;3
4;201504;Standort1;direkt;KW;Kuwait;3
5;201506;Standort1;direkt;DE;Deutschland;3
5;201504;Standort1;direkt;KW;Kuwait;3
1;201504;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201504;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201505;Standort1;direkt;GB;Vereinigtes Königreich;3
3;201504;Standort1;direkt;DE;Deutschland;3
2;201504;Standort1;direkt;ID;Indonesien;3
5;201505;Standort1;direkt;GB;Vereinigtes Königreich;3
18;201504;Standort1;direkt;KW;Kuwait;3
2;201504;Standort1;direkt;DE;Deutschland;3
1;201504;Standort1;direkt;DE;Deutschland;3
1;201505;Standort1;direkt;GB;Vereinigtes Königreich;3
10;201505;Standort1;direkt;DE;Deutschland;3
2;201505;Standort1;direkt;DE;Deutschland;3
1;201505;Standort1;direkt;DE;Deutschland;3
1;201505;Standort1;direkt;GB;Vereinigtes Königreich;5
20;201505;Standort1;direkt;DE;Deutschland;3
4;201505;Standort1;direkt;DE;Deutschland;3
4;201505;Standort1;direkt;DE;Deutschland;3
20;201505;Standort1;direkt;DE;Deutschland;3
1;201506;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201505;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201505;Standort1;direkt;GB;Vereinigtes Königreich;5
46;201505;Standort1;direkt;DE;Deutschland;3
46;201505;Standort1;direkt;DE;Deutschland;3
1;201505;Standort1;direkt;TR;Türkei;3
1;201505;Standort1;direkt;TR;Türkei;3
2;201505;Standort1;direkt;KW;Kuwait;3
1;201504;Standort1;direkt;TR;Türkei;3
2;201504;Standort1;direkt;TR;Türkei;3
2;201504;Standort1;direkt;TR;Türkei;3
1;201505;Standort1;direkt;ID;Indonesien;3
1;201505;Standort1;direkt;ID;Indonesien;3
30;201505;Standort1;direkt;KW;Kuwait;3
1;201505;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201505;Standort1;direkt;GB;Vereinigtes Königreich;3
25;201505;Standort1;direkt;DE;Deutschland;3
1;201506;Standort1;direkt;KW;Kuwait;3
5;201506;Standort1;direkt;DE;Deutschland;3
4;201505;Standort1;direkt;GB;Vereinigtes Königreich;5
6;201505;Standort1;direkt;ID;Indonesien;3
5;201506;Standort1;direkt;ID;Indonesien;3
5;201505;Standort1;direkt;ID;Indonesien;3
2;201507;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201506;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201506;Standort1;direkt;GB;Vereinigtes Königreich;3
221;201506;Standort1;direkt;KW;Kuwait;3
75;201505;Standort1;direkt;KW;Kuwait;3
1;201506;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201506;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201505;Standort1;direkt;TR;Türkei;3
1;201505;Standort1;direkt;DE;Deutschland;3
2;201506;Standort1;direkt;GB;Vereinigtes Königreich;3
8;201505;Standort1;direkt;DE;Deutschland;3
3;201506;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201506;Standort1;direkt;GB;Vereinigtes Königreich;3
7;201506;Standort1;direkt;KW;Kuwait;3
10;201506;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201506;Standort1;direkt;GB;Vereinigtes Königreich;3
34;201505;Standort1;direkt;MY;Malaysia;3
16;201507;Standort1;direkt;KW;Kuwait;3
16;201506;Standort1;direkt;KW;Kuwait;3
19;201506;Standort1;direkt;KW;Kuwait;3
4;201506;Standort1;direkt;GB;Vereinigtes Königreich;3
18;201506;Standort1;direkt;MY;Malaysia;3
4;201506;Standort1;direkt;TR;Türkei;3
3;201506;Standort1;direkt;TR;Türkei;3
4;201506;Standort1;direkt;TR;Türkei;3
3;201506;Standort1;direkt;TR;Türkei;3
6;201506;Standort1;direkt;DE;Deutschland;3
10;201506;Standort1;direkt;DE;Deutschland;3
1;201506;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201507;Standort1;direkt;GB;Vereinigtes Königreich;3
10;201508;Standort1;direkt;DE;Deutschland;3
8;201508;Standort1;direkt;DE;Deutschland;3
-4;201508;Standort1;direkt;DE;Deutschland;3
4;201508;Standort1;direkt;DE;Deutschland;3
4;201508;Standort1;direkt;DE;Deutschland;3
40;201506;Standort1;direkt;QA;Qatar;3
1;201506;Standort1;direkt;GB;Vereinigtes Königreich;5
1;201506;Standort1;direkt;GB;Vereinigtes Königreich;5
2;201506;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201506;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201510;Standort1;direkt;GB;Vereinigtes Königreich;3
15;201506;Standort1;direkt;DE;Deutschland;3
1;201506;Standort1;direkt;MY;Malaysia;3
13;201506;Standort1;direkt;QA;Qatar;3
3;201506;Standort1;direkt;TR;Türkei;3
2;201506;Standort1;direkt;TR;Türkei;3
1;201506;Standort1;direkt;DE;Deutschland;3
4;201506;Standort1;direkt;GB;Vereinigtes Königreich;3
6;201507;Standort1;direkt;GB;Vereinigtes Königreich;3
3;201506;Standort1;direkt;ID;Indonesien;3
20;201508;Standort1;direkt;TR;Türkei;3
18;201508;Standort1;direkt;TR;Türkei;3
32;201507;Standort1;direkt;TR;Türkei;3
48;201507;Standort1;direkt;TR;Türkei;3
7;201507;Standort1;direkt;TR;Türkei;3
80;201506;Standort1;direkt;TR;Türkei;3
55;201506;Standort1;direkt;TR;Türkei;3
10;201506;Standort1;direkt;DE;Deutschland;3
2;201506;Standort1;direkt;DE;Deutschland;3
3;201506;Standort1;direkt;DE;Deutschland;3
2;201508;Standort1;direkt;TR;Türkei;3
17;201507;Standort1;direkt;TR;Türkei;3
19;201507;Standort1;direkt;TR;Türkei;3
2;201507;Standort1;direkt;GB;Vereinigtes Königreich;3
23;201508;Standort1;direkt;TR;Türkei;3
2;201508;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201508;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201507;Standort1;direkt;GB;Vereinigtes Königreich;5
4;201507;Standort1;direkt;DE;Deutschland;3
7;201506;Standort1;direkt;DE;Deutschland;3
2;201506;Standort1;direkt;TR;Türkei;3
1;201507;Standort1;direkt;GB;Vereinigtes Königreich;3
20;201508;Standort1;direkt;DE;Deutschland;3
2;201508;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201508;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201507;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201507;Standort1;direkt;DE;Deutschland;3
4;201507;Standort1;direkt;DE;Deutschland;3
1;201507;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201508;Standort1;direkt;DE;Deutschland;3
1;201507;Standort1;direkt;DE;Deutschland;3
1;201507;Standort1;direkt;KW;Kuwait;3
4;201508;Standort1;direkt;TR;Türkei;3
1;201506;Standort1;direkt;DE;Deutschland;3
1;201508;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201509;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201507;Standort1;direkt;DE;Deutschland;5
1;201507;Standort1;direkt;DE;Deutschland;3
10;201508;Standort1;direkt;KW;Kuwait;3
1;201508;Standort1;direkt;KW;Kuwait;3
1;201508;Standort1;direkt;KW;Kuwait;3
24;201510;Standort1;direkt;KW;Kuwait;3
1;201510;Standort1;direkt;KW;Kuwait;3
3;201510;Standort1;direkt;KW;Kuwait;3
19;201508;Standort1;direkt;KW;Kuwait;3
1;201508;Standort1;direkt;KW;Kuwait;3
3;201508;Standort1;direkt;KW;Kuwait;3
24;201607;Standort1;direkt;KW;Kuwait;3
1;201607;Standort1;direkt;KW;Kuwait;3
3;201607;Standort1;direkt;KW;Kuwait;3
28;201608;Standort1;direkt;KW;Kuwait;3
1;201608;Standort1;direkt;KW;Kuwait;3
3;201608;Standort1;direkt;KW;Kuwait;3
19;201510;Standort1;direkt;KW;Kuwait;3
1;201510;Standort1;direkt;KW;Kuwait;3
3;201510;Standort1;direkt;KW;Kuwait;3
24;201512;Standort1;direkt;KW;Kuwait;3
1;201512;Standort1;direkt;KW;Kuwait;3
3;201512;Standort1;direkt;KW;Kuwait;3
23;201612;Standort1;direkt;KW;Kuwait;3
1;201612;Standort1;direkt;KW;Kuwait;3
3;201612;Standort1;direkt;KW;Kuwait;3
19;201611;Standort1;direkt;KW;Kuwait;3
1;201611;Standort1;direkt;KW;Kuwait;3
3;201611;Standort1;direkt;KW;Kuwait;3
1;201507;Standort1;direkt;DE;Deutschland;3
19;201509;Standort1;direkt;KW;Kuwait;3
1;201509;Standort1;direkt;KW;Kuwait;3
3;201509;Standort1;direkt;KW;Kuwait;3
24;201610;Standort1;direkt;KW;Kuwait;3
1;201610;Standort1;direkt;KW;Kuwait;3
3;201610;Standort1;direkt;KW;Kuwait;3
24;201511;Standort1;direkt;KW;Kuwait;3
1;201511;Standort1;direkt;KW;Kuwait;3
3;201511;Standort1;direkt;KW;Kuwait;3
29;201609;Standort1;direkt;KW;Kuwait;3
1;201609;Standort1;direkt;KW;Kuwait;3
4;201609;Standort1;direkt;KW;Kuwait;3
2;201508;Standort1;direkt;QA;Qatar;3
1;201507;Standort1;direkt;MY;Malaysia;3
2;201508;Standort1;direkt;GB;Vereinigtes Königreich;3
20;201508;Standort1;direkt;TR;Türkei;3
1;201507;Standort1;direkt;DE;Deutschland;3
2;201507;Standort1;direkt;DE;Deutschland;5
2;201507;Standort1;direkt;TR;Türkei;3
2;201507;Standort1;direkt;TR;Türkei;3
3;201507;Standort1;direkt;SG;Singapur;3
1;201509;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201511;Standort1;direkt;MY;Malaysia;3
2;201511;Standort1;direkt;MY;Malaysia;3
2;201509;Standort1;direkt;MY;Malaysia;3
2;201507;Standort1;direkt;MY;Malaysia;5
36;201508;Standort1;direkt;GB;Vereinigtes Königreich;3
7;201507;Standort1;direkt;MY;Malaysia;3
1;201508;Standort1;direkt;DE;Deutschland;3
1;201507;Standort1;direkt;ID;Indonesien;3
1;201508;Standort1;direkt;ID;Indonesien;3
8;201508;Standort1;direkt;KW;Kuwait;3
1;201509;Standort1;direkt;KW;Kuwait;3
6;201508;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201509;Standort1;direkt;TR;Türkei;3
2;201508;Standort1;direkt;GB;Vereinigtes Königreich;5
4;201508;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201509;Standort1;direkt;KW;Kuwait;3
6;201508;Standort1;direkt;DE;Deutschland;3
10;201508;Standort1;direkt;DE;Deutschland;3
1;201509;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201508;Standort1;direkt;DE;Deutschland;3
40;201508;Standort1;direkt;DE;Deutschland;3
10;201508;Standort1;direkt;DE;Deutschland;3
1;201509;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201508;Standort1;direkt;ID;Indonesien;3
1;201509;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201510;Standort1;direkt;MY;Malaysia;3
4;201508;Standort1;direkt;TR;Türkei;3
3;201508;Standort1;direkt;TR;Türkei;3
2;201508;Standort1;direkt;TR;Türkei;3
1;201509;Standort1;direkt;ID;Indonesien;3
10;201508;Standort1;direkt;DE;Deutschland;3
10;201508;Standort1;direkt;DE;Deutschland;3
2;201508;Standort1;direkt;TR;Türkei;3
2;201508;Standort1;direkt;TR;Türkei;3
6;201509;Standort1;direkt;KW;Kuwait;3
18;201509;Standort1;direkt;KW;Kuwait;3
1;201510;Standort1;direkt;TR;Türkei;3
25;201508;Standort1;direkt;MY;Malaysia;3
25;201508;Standort1;direkt;MY;Malaysia;3
14;201509;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201509;Standort1;direkt;MY;Malaysia;3
1;201509;Standort1;direkt;MY;Malaysia;3
3;201509;Standort1;direkt;MY;Malaysia;3
3;201509;Standort1;direkt;MY;Malaysia;3
3;201509;Standort1;direkt;MY;Malaysia;3
2;201509;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201511;Standort1;direkt;GB;Vereinigtes Königreich;3
23;201509;Standort1;direkt;DE;Deutschland;3
23;201509;Standort1;direkt;DE;Deutschland;3
1;201509;Standort1;direkt;DE;Deutschland;3
2;201510;Standort1;direkt;MY;Malaysia;3
